P [kW],Q [kVA]
125,13.2
-6.3,18
16.9,12.4
44.3,15.5
19.1,16.6
243,20.5
693,32.6
440,20
0.631,15.1
74.6,14.2
6.91,15.7
85.2,18.1
68.7,14.3
60.5,13
53.6,13.2
69.5,13.3
30.3,14.7
-8,19.2
24.6,18.2
165,13.2
61.3,11.9
43.8,12.9
27.8,13.3
-1.7,16.4
6.45,15.7
2.14,16.1
-5.7,12.8
-7.3,16.1
-2.3,16.1
-7.7,18.1
-7.9,18.8
-7.4,17.1
-7.7,18.2
-7.2,17.2
-7.2,17.6
-7.5,18.9
-7.5,18.8
-7.3,18.6
88.7,17
147,13.7
41.4,12.2
6.26,13.6
-7.4,17
-5,12.8
-4.9,12.3
-6.7,15.5
-7.3,16.4
-7.3,16.2
-7.4,16.4
-7.2,16.2
-6.4,18.2
142,13.7
156,16.3
799,38.4
866,43.8
975,53.7
394,28
594,33.2
611,36.3
912,51.1
565,32.1
147,17.2
208,16.5
13.7,15.4
-7.8,18.2
-0.16,15.6
78.3,11.9
199,14.4
197,14.5
297,16.5
301,16.7
119,12.7
-4,14.9
2.93,16
9.47,13.2
198,12.8
190,13.3
160,13
70.7,11
10.5,12.8
10.7,13.6
-7.3,16.6
-7.3,17.2
-7.1,17
-7.3,17.7
-8,19.7
-6,16.8
-8,19.3
7.07,14.2
58.2,12
-5.1,15.7
-7.2,16
60.8,11.9
77,11.3
33.9,12.3
2.36,16.3
7.51,15
57.3,14.1
63.7,10.9
5.62,16.2
-6.8,15.5
-7.3,16.5
-9.5,21.8
-7.2,16
-8.1,17.9
-7.2,15.7
-7.5,16.6
56.9,12.2
118,12.7
61.7,12.9
-7.9,17.8
-7.5,18.5
-5.6,17.6
-8.8,19.2
-7.4,18.3
-6.9,16.5
-7.2,16.5
51.2,12.9
71.6,10.5
31.8,13.2
-9,13.2
-8,13.9
65.1,14.4
29.5,15
-8.1,18.1
-5.8,12.3
135,11.9
537,24.3
865,38.1
478,19.4
486,20.9
482,21.1
201,13.9
80.4,13.1
452,22.1
398,19.6
515,25
884,45.3
1040,52.1
887,41.8
502,22.7
378,23.6
586,29.9
277,15
170,12.9
160,12.2
45.6,13.3
-6.4,15.9
-6.7,16
-6.8,15.8
88.8,12.2
294,16.1
535,24.5
652,29
179,12.8
134,12.3
132,12.8
24.2,14.6
2.79,16.1
53,12.7
-7.2,20.2
-2.1,19.4
-9.1,21.6
-8.2,19
-7.4,16.9
-7.6,17
-1.2,16.3
-1.7,15.5
105,17.1
139,15.9
489,31.2
711,39.2
603,29.2
1180,67.5
1230,71.9
1140,62.6
1210,65.7
919,43.2
819,37.6
1050,52.6
942,48.2
1050,57.7
721,38.6
339,19.5
359,19.6
238,12.9
385,17.8
485,23.9
109,16.6
66.1,16.1
43.7,7.93
0.000027,0.00000326
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
-3.8,10.1
-3.9,10.3
-3.7,10.2
-3.6,10.2
-3.6,10.1
-3.6,10.1
-3.7,10.1
-3.7,10.1
-3.7,10.1
-3.7,10.2
-3.8,10.5
-3.6,9.8
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-4.2,10.5
-3.8,10.5
-3.8,10.4
-4.2,10.4
-3.9,10.4
-3.7,10.3
-4,11.2
-5.7,14
-3.8,10.3
-3.7,10.2
-3.7,10.1
-3.6,9.98
-3.7,10.5
-3.7,10.4
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-4.3,10.6
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.8,10.5
-4,10.5
-3.7,10.5
-3.8,10.5
-3.9,10.4
-3.6,10.4
-3.5,10.4
-3.6,10.4
-3.7,10.5
-3.7,10.5
-3.6,10.5
-3.7,10.5
-3.7,10.5
-3.8,10.6
-3.7,10.6
-3.6,10.6
-3.7,10.6
-3.7,10.6
-3.7,10.6
-3.7,10.6
-3.7,10.6
-3.7,10.6
-3.8,10.6
-3.8,10.6
-3.8,10.7
-3.8,10.7
-3.9,10.6
-4.1,10.6
-3.8,10.7
-4,10.7
-4.1,10.7
-4.1,10.7
-3.8,10.7
-3.9,10.7
-4.2,10.7
-3.9,10.7
-3.8,10.6
-3.9,10.7
-3.9,10.7
-3.9,10.6
-3.8,10.6
-4.2,10.6
-3.8,10.6
-3.9,10.6
-3.9,10.6
-3.9,10.6
-4.3,10.6
-3.8,10.6
-3.9,10.5
-3.8,10.5
-4.4,10.6
-3.8,10.5
-4.3,10.6
-3.8,10.5
-4.2,10.4
-3.7,10.3
-4.2,10.3
-3.7,10.2
-4.1,10.3
-3.7,10.5
-3.7,10.4
-3.7,10.5
-3.8,10.5
-3.8,10.6
-3.9,10.6
-3.9,10.6
-3.8,10.6
-3.9,10.6
-4,10.7
-4,10.5
-3.7,10.5
-3.8,10.5
-2.6,7
-4.2,10.4
-4.2,10.5
-4.1,10.5
-4.1,10.6
-4.2,10.7
-4,10.5
-3.7,10.5
-3.6,10.5
-3.6,10.5
-3.6,10.5
-3.6,10.5
-3.6,10.5
-3.7,10.6
-3.7,10.5
-3.8,10.6
-4,10.5
-3.6,10.4
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.6
-3.7,10.6
-4,10.5
-3.8,10.4
-3.9,10.2
-3.8,10.2
-3.7,10.2
-4,10.2
-3.6,10.1
-3.6,10.1
-3.6,10.3
-3.8,10.4
-3.6,10.4
-3.7,10.6
-3.7,10.5
-3.7,10.6
-3.7,10.6
-3.7,10.6
-3.8,10.7
-3.8,10.7
-3.8,10.6
-3.9,10.7
-3.9,10.7
-3.8,10.6
-3.9,10.7
-3.9,10.5
-4.1,10.5
-3.9,10.6
-4.1,10.4
-4.1,10.3
-3.9,10.4
-4,10.3
-3.9,10.3
-4.2,10.3
-3.7,10.2
-3.7,10.4
-3.6,10.3
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.8,10.6
-3.8,10.6
-4,10.5
-3.9,10.5
-3.8,10.5
-3.8,10.5
-4,10.4
-3.7,10.5
-3.7,10.4
-4.1,10.9
-3.7,10.7
-4.2,10.9
-4.1,10.9
-3.9,10.5
-3.7,10.4
-4.1,10.5
-3.6,10.4
-3.7,10.4
-3.9,10.1
-3.7,10.4
-3.6,10.4
-3.6,10.4
-3.7,10.4
-3.7,10.5
-3.7,10.6
-3.7,10.5
-3.8,10.6
-3.8,10.6
-3.8,10.6
-3.8,10.7
-3.8,10.7
-4,10.7
-3.8,10.6
-4.1,10.6
-4.1,10.6
-3.8,10.4
-4.2,10.5
-3.8,10.5
-3.9,10.4
-3.9,10.5
-3.8,10.4
-3.7,10.6
-3.9,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.6
-3.7,10.6
-3.7,10.6
-3.7,10.5
-3.8,10.5
-3.7,10.6
-3.8,10.6
-4.1,10.5
-3.8,10.5
-3.8,10.5
-4.2,10.6
-4.2,10.5
-3.9,10.5
-4.2,10.6
-4.1,10.6
-3.7,10.5
-3.8,10.6
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.6
-3.7,10.5
-3.7,10.5
-3.7,10.6
-3.7,10.6
-3.7,10.6
-3.6,10.5
-3.6,10.4
-3.6,10.4
-4,10.4
-3.7,10.5
-3.6,10.5
-3.8,10.6
-4,10.7
-3.6,10.7
-4.1,10.7
-4.1,10.8
-4.3,11.6
-4.3,11.5
110,11.4
351,16.8
140,12.2
146,12.2
-3.8,10.4
-3.8,10.4
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.9,10.5
-3.9,10.6
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.8,10.6
-3.7,10.5
-3.8,10.5
-3.9,10.4
-4.1,10.5
-3.7,10.4
-4.2,10.5
-3.6,10.1
-3.6,10
-3.8,10
-3.8,10
-3.8,10.1
-3.8,10.4
-3.8,10.4
-3.8,10.6
-3.8,10.5
-3.8,10.5
-3.8,10.5
-3.9,10.5
-3.7,10.5
-3.8,10.5
-3.7,10.5
-3.8,10.5
-4.1,10.5
-3.8,10.5
-3.7,10.5
-3.7,10.3
-3.9,10.4
-4,10.5
-4.2,10.5
-3.8,10.4
-3.7,10.2
-3.6,10.1
-3.7,10.1
-3.8,10.1
-1.8,4.92
-4.1,10.2
-3.9,10.3
-3.9,10.4
-3.9,10.5
-3.9,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.4
-3.6,9.62
-3.9,9.63
-3.7,9.69
-4,9.65
-4,9.57
-3.4,9.48
-3.4,9.41
-1.6,4.18
,
,
-5.4,10.5
-5,10.5
-3.9,10.3
-3.8,10.5
-3.8,10.4
-3.7,10.4
-3.7,10.4
-3.7,10.4
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-4,10.4
-3.6,9.89
-3.6,9.51
-3.9,9.51
-3.7,9.55
-3.9,9.5
-3.4,9.35
-3.4,9.35
-3.5,9.3
-3.4,9.27
-3.9,10.2
-3.5,9.4
-3.5,10.2
-3.6,10.4
-3.6,10.5
-3.6,10.5
-3.6,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-4,10.5
-3.7,10.5
-3.6,10.4
-4.1,10.5
-4,10.5
-3.7,10.4
-4,10.4
-3.6,10.4
-3.5,10.4
-3.6,10.3
-3.7,10.4
-3.7,10.4
-3.8,10.5
-3.8,10.5
-3.9,10.6
-4,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-3.7,10.5
-4,10.5
36.4,12.4
116,11.2
143,13.3
224,14.5
533,23.6
609,34.2
193,12.1
-7,12.2
-7,12.2
162,19.6
263,13.8
297,14.2
247,15.1
342,20.3
281,15.4
300,19.2
321,16
296,14.7
274,15.2
123,16.7
149,14.2
55.5,12
25.6,11.7
63.6,11.9
31.4,14.1
422,23.3
34.2,14.7
-8.3,14.5
-7.5,12.7
-8,14.1
-7.9,13.5
-8.4,14
-8.5,14.8
63.9,12
32.3,11.7
6.12,14
34.4,14.3
83.9,11.6
40.5,13.2
160,13.8
688,36.1
332,17.3
203,10.8
155,9.87
22.4,12.6
-9.5,17.5
-8,14.6
-7.6,14.3
-7.5,13.9
-7,12.5
-7.3,13.1
-7.2,12.9
-7.6,13
-7.9,13.5
-8.3,14.3
-9.3,16.7
-8.4,14.4
-8.1,14.5
356,22.2
212,9.35
123,8.96
246,15.2
209,12.5
24.1,12.7
139,13.4
295,18.1
56.4,12.9
63.7,14.8
248,16.7
184,13.3
205,16.6
261,15.3
528,27.6
359,19.6
54.6,15.3
-7.8,14.7
-8,15.2
-7.3,13.9
-7.8,14.7
-7.5,14
-7.6,14.2
-7.4,13.8
-7.3,13.4
-7.4,13.5
-7.7,13.8
-7.4,13.3
-7.4,13.4
-7.4,13.1
-7.4,13.1
-6.4,11
-7.7,14.2
-7.9,14.6
-7.8,14.4
-8.1,14.9
-7.9,14.4
-8,14.6
-7.5,13.2
-7.4,13.2
-7.8,13
-7.4,12.9
-8,13.1
-7.1,12.7
-2.6,8.38
-4.8,14.3
-5,14.7
-4.9,14.1
-4.6,14.4
-4.6,14.3
-4.5,13.7
-4.6,14.7
-4.7,15.4
-4.7,15.7
-4.6,15.8
-5,16.8
-4.9,16.9
-4.7,16.4
-4.9,16.9
-5,16.4
-5,15.6
-4.5,13.8
-8.3,19.6
-8.8,20.3
-8.5,20.3
-8.5,20
-5.2,15
-5.1,14.8
-5.3,14.7
-4.8,13.9
-4.5,14.2
-4.6,14.4
-4.7,14
-4.3,13.7
-4.5,13.9
-4.6,14
-4.5,13.7
-4.5,14.6
-4.6,15.1
-4.7,15.2
-4.8,15.2
-4.7,15.7
-4.7,15.8
-4.5,15.2
-4.7,15.6
-4.6,15.4
-4.9,15.3
-4.7,14.9
-4.9,15.1
-4.6,15.1
-4.9,14.5
-4.7,15.1
-4.8,15.2
-4.5,14.8
-4.7,14.3
-4.5,14.7
-4.5,14.5
-4.5,13.8
-4.6,14.2
-4.6,14.3
-4.6,14.6
-4.6,14.9
-4.7,15.4
-4.8,16
-4.7,15.7
-6.6,18.8
-8.9,22.6
-8.7,22.7
-6.2,18.8
-4.7,15.7
-4.8,16.1
-4.8,15.8
-4.7,15.1
-4.7,14.9
-8.7,20.2
-8.5,20.6
-8.8,20.7
-8.3,20.8
-6,16.7
-4.7,15
-4.7,14
-4.5,13.5
-4.6,13.7
-4.7,14.3
-4.5,13.9
-4.7,14.7
-5.3,15.5
-8.8,21.1
-8.6,21.2
-8.5,21.1
-4.7,15.4
-5.1,15.3
-4.9,14.9
-4.9,13.6
-5,13.7
-5,13.6
-4.8,13
-4.5,13.6
-4.8,13.7
-4.6,13.6
-4.4,13
-4.5,13.6
-4.6,13.6
-4.4,13
-4.9,13.6
-4.6,13.4
-4.7,13.8
-4.5,13.5
-4.8,14.1
-5.9,15.9
-7,17.2
-4.7,15
-4.7,15
-4.6,14.6
-5.3,15.2
-5,15.1
-5,14.6
-4.5,13.3
-4.9,13.4
-4.7,13.5
-4.5,12.9
-4.9,13.4
-4.7,13.4
-4.8,13.2
20.8,13.3
69.6,11
66.1,11
27.3,11.6
-4.7,14.9
22.3,12.8
-8.4,17.7
87.6,14.9
159,13.3
92.4,12.9
22.8,15.4
-9.3,23
-7.4,17.8
-7.7,18.5
-7.6,17.9
-8.1,19
-9,21.2
-8.4,18.9
-7.5,16.3
-9.5,21.4
-8.5,17.8
-7.7,15
-4.8,11.6
-5,11.1
-5.3,11.4
-6.3,13.1
-7.3,14.2
-7,14.2
-7.1,14.7
-7.1,15.4
-7.2,15.9
-7.2,15.9
-7.2,15.9
-7.2,16.6
-7.1,16.9
-7.2,17.2
-7.2,17.3
-7.5,17.4
-7.3,17.5
-7.5,17.3
-7.5,17.1
-7.5,16.6
-7.6,16.3
-7.5,15.8
-7.6,16
-7.5,15.8
-7.5,15.9
-7.5,15.8
-7.9,16.1
-7.7,16.2
-7.6,15.9
-7.9,15.5
-5.8,14.6
-4.6,13.3
-4.9,13.6
-4.9,13.5
-4.7,13
-5.3,13.9
-4.9,14.1
-7.3,16.7
-8.9,20
-9.1,19.8
-9.1,19.7
-8.9,19.5
-9.1,19.4
-8.6,19
-9.3,19.5
-9,19.2
-8.7,19.2
-9.3,19.3
-8.7,19.3
-8.9,19.2
-9,18.9
-8.6,18.8
-8.7,18.4
-8.5,18.4
-8.8,18.3
-8.3,17.7
-8.7,18
-8.5,18.2
-8.3,18.4
-8.8,18.9
-8.5,18.9
-8.7,18.9
-5.1,13.4
-5.2,13.7
-5.6,13.9
-5.2,13.3
-7.1,15.6
-8.9,19
-9.1,19.2
-8.9,19.2
-7,15.9
-5.5,13.8
-5.6,14
-5.4,13.7
-5.1,13.9
-5,14.2
-5.5,14.3
-4.7,13.4
-5,13.8
-5.1,13.4
-5.4,13.7
-9,19.1
-9.1,19.5
-9.2,19.8
-9.2,20
-9,20.3
-8.9,20.3
-9.3,20.2
-9.2,20.1
-9.6,20
-8.3,17.8
-5.8,14
-6.2,13.6
-7,14.9
-9.2,18.4
-9.6,18.8
-8.8,18.6
-9.9,18.7
-9.9,18.6
-9.4,18.5
-9.7,18.5
-9.8,18.3
-9.4,18.2
-9.9,17.7
-9.2,17.9
-10,18.4
-9.5,19
-10,19.7
-9.7,19
-9.9,19.2
-10,19.3
-10,19.4
-10,19.3
-9.9,19.1
-10,18.7
-9.5,18.8
-9.9,18.8
-11,19.2
-9.6,19
-9.7,18.8
-9.5,18.7
-9.4,18.9
-9.6,19
-9.2,19.2
-9.5,19.6
-9.5,19.7
-9.6,19.4
-9.7,19
-9.4,19.2
-9.8,18.7
-9.4,18.9
-10,19.1
-9.3,19.1
-6.8,13.3
-6.2,13.8
-10,18.2
-10,19.1
-11,19
-10,18.6
-9.6,19
-9.6,18.9
-9.5,18.7
-7.5,16.7
-5.5,13.5
-5.3,13.5
-5.4,13.7
-5.4,14.3
-5.4,14.5
-5.4,14
-5.3,14.4
-6.3,15.1
-9,19
-8.7,19.2
-8.5,18
-6.5,15.2
-5.2,13.4
-5.3,13.6
-5,13.8
-5.1,13.2
-8,17.8
-9,19.3
-8.8,19.1
-5.6,14.5
-5.7,14.1
-5.1,12.9
,
,
-9.2,19.1
-6.1,14.8
-5.2,13.6
-5.2,13.3
-5.6,14.4
-5.5,14.5
-5.1,13.7
-5.2,13.8
-8.2,17.4
-8.7,18.6
-8.7,18.9
-8.9,19.1
,
,
,
,
,
,
,
,
-8.5,18.5
-8.5,18.6
-9.2,19
-9.1,19.4
-5.6,14.1
-5.5,14.3
-5.2,14.1
-5.3,13.6
-5.4,13.9
-5.4,13.9
-5.4,13.9
-4.9,13.4
-5,13.9
-4.9,13.4
-4.7,13.1
-5,13.9
-5,14.2
-5,14.6
-4.9,14.4
-5.2,15.1
-5.4,15.1
-5.1,14.6
-5.1,14.9
-5.2,14.5
-7.7,19.8
-5.1,14.2
-6,15.4
-6.3,15.9
-6.1,15.4
-5.9,15
-5.9,15
-5.7,14.7
-6,15.4
-5.6,14.2
-5.2,14.1
-4.7,13.7
-4.8,13.9
-5,14.2
-5.1,14.6
-4.9,14.3
-5.1,15.2
-5,14.9
-5.3,14.9
-5.1,15.4
-5.4,15.7
-5.2,15.5
-4.9,14.7
-5.3,15.1
-4.9,14.8
-4.9,14.2
-5.5,14.6
-5.5,14.8
-5.3,14.8
-5.4,14.3
-5,14.8
-5.1,15
-5.2,14.6
-4.9,14.7
-5.6,15
-5.3,14.8
-5,14.2
-4.9,14.9
-5.1,15.1
-7.5,18.6
-9.2,22.1
-9.4,22
-5.9,16.6
-5.4,16.1
-5.3,16
-5.5,15.5
-5.6,15.6
-5.4,15.5
-5.5,14.5
-5.4,14.7
-6.2,15.2
-5.2,15.1
-5.3,15.2
-5.7,15.6
-5.8,15.5
-5.5,15
-5.3,15.5
-5.4,15.2
-4.9,14.8
-4.9,14.3
-5,14.3
-5.1,14.4
-4.9,14.1
-5.2,14.9
-5.2,15.3
-5.4,15.9
-5.4,15.7
-5.4,16.1
-5.5,16.1
-5.2,15.5
-5.6,16.1
-5.3,15.8
-5.5,15.1
-4.9,14.1
-5.6,14.6
-5.5,14.5
-5.2,13.9
-5.3,14.4
-5.1,13.9
-5.3,13.5
-5,13.2
-5,13.7
-5.4,13.7
-4.8,13.5
-4.9,14
-4.8,14.3
-4.9,14.6
-4.9,14.7
-5.1,14.9
-5,14.7
-4.9,14
-5.2,15.1
-5.5,15.4
-5.2,15.3
-5.1,15.2
-5.1,15.5
-5.1,15.1
-4.9,14
-5.5,14.5
-5.7,14.9
-5.7,14.5
-6.1,14.8
-6,14.2
-5.6,12.9
-5.9,15
-5.4,13.4
-5.2,14
-5,13.8
-5.2,13.5
-4.9,14.4
-5,14.9
-4.9,14.9
-5.1,15.9
-5.1,15.9
-5.2,15.7
-5.2,15.8
-5.3,16.5
-5.5,16.4
-5.1,15.9
-5.2,16.1
-5.2,15.3
551,25.6
522,24.4
66.5,18.8
114,18.5
102,19
-7.5,16.4
13.2,16.4
19.8,16.9
-7.6,16.7
-7.6,16.6
-7.8,17.3
-7.5,15.9
-7.7,16.4
-7.8,17.5
-7.7,17
-8.2,18.5
-10,24.5
-8.8,21
-8.1,18.7
-8.4,19.9
-8,19.2
-8.3,19.2
-8.3,19.2
-8.1,18.1
366,20.8
351,18.5
21.4,16.8
-8.1,18.4
-8.1,16.5
-8.7,16.3
23.4,12.7
57.8,11.7
59.3,11.7
-7.4,16.4
-7.2,16.3
-7.2,15.8
-7.3,16.1
-7.5,16.6
-7.4,16.4
-7.6,16.7
-7.8,17.6
-8.5,19.2
-8.5,19.5
-8.7,19.9
-8.2,18.5
-7.8,17.3
-1.5,17
-8.4,17.1
-8.9,19.3
-8.4,18.4
-8.6,18.4
-8.6,18.1
-8.4,17.2
-8.4,17.2
-8.1,16.6
-7.8,16.7
-7.7,16.4
-7.3,15.8
-7.5,16.2
-7.6,16.3
-9.8,22.6
17.7,15.5
86.6,13.2
125,13.3
1.61,17
2.93,15.7
-8,18.5
-7.9,18.5
-8.6,20.6
-7.9,18.5
-8,18.9
-6.7,16.7
9.4,15.5
-8.1,18.4
-8.4,18
-5.8,16.9
-8.4,15.1
10.7,13.5
1.96,14.6
-4.4,16
65,13.8
-8.1,16.4
-7.5,16.5
-8,17.9
17.8,17.2
448,25.9
1260,68.5
1230,70.4
345,19.1
1260,74
1290,83.8
1430,86.8
1410,86.1
909,60.3
532,46.1
256,20.3
803,49
518,34.7
492,34.3
549,33.3
133,16.6
3.47,18.4
0.456,17.6
-8.3,19.6
193,17.6
56.4,16.8
41.1,15.4
180,17.2
520,23.5
262,15.5
849,44.5
857,47.8
178,17.8
19.9,16.3
219,23.4
112,13.3
44.9,14.2
-8.4,18.8
203,16.6
16.8,16
-7.9,16.5
-7.6,16
-8,16
-7.5,15.4
13,13.5
16.9,11.9
37.3,13.1
46.7,12.7
-9.2,17.6
-7.8,15.5
-7.8,15.3
-7.8,15.2
-7.9,15.6
-7.9,15.6
-8,15.2
-8.2,15.1
-8,15.6
-8.4,15.8
-8,16.1
-8.6,16.3
-8.4,16.2
-7.3,15.9
-5.5,14.3
-5.1,13.4
-5.5,13.8
-5.2,13.4
-5.2,13.4
-5.2,13.3
-5.4,13.6
-5.3,14
-5,13.4
-5.5,14.1
-5.5,14.1
-5.6,14.3
-9.2,19.1
-8.7,18.4
-8.6,18.9
-8.7,18.9
-5.9,14.8
-4.9,13.1
-5.3,13.8
-5.5,14.7
-9.1,19.8
-5,14
-6.5,15.8
-9.2,19.9
-9.2,19.6
-9.2,19
-9.1,18.6
-9.3,19.1
-8.9,19.4
-10,19.4
-7,19.1
6.25,16.2
-3.2,16.7
-5.8,14.9
-5.8,15.2
-5.6,14.6
-5.1,13.6
-6.3,16.3
-6.5,17.5
-6.3,17.1
3.8,16.4
540,35.3
455,26.3
663,34.7
849,46.4
323,23.4
-8,17.8
-4.7,15.1
45.4,14.4
216,14.1
161,13.7
719,44.2
790,44.2
78,17.2
-3.1,15.4
442,25.1
1220,74.8
1420,90.1
697,34.8
563,27.9
1.97,16.2
-7.9,16.1
-8,16.4
-8,16.4
-8,16.3
-8.9,18.4
-8.7,18.3
-8.6,17.6
-8.3,16.8
-8.7,17.7
-9.5,18.4
-8,15.9
-8.7,16.6
-8.7,17.1
-9.2,17.4
1220,80.3
1320,85.3
928,55.5
118,17.5
497,31.5
503,25.8
139,20.7
26.2,17.3
777,47
291,19.9
22.8,16.8
298,23.4
385,29.5
-8.3,18.8
3.56,16.7
455,36.9
1140,70
1450,90.8
1510,94.8
1430,86.1
1280,77.8
1500,96.2
1510,100
1140,71
1250,75.2
1370,81.5
1160,80
1320,90.3
1040,71.2
991,65.9
934,56.8
536,35.3
486,29.1
1150,72.3
1170,75.9
1300,84.6
928,55.6
454,28.2
425,31.4
719,48.7
1120,74.4
702,55.3
1040,71.2
698,47
410,23.4
596,31.7
525,36.6
500,34.1
182,24.9
32,14.4
509,35.9
939,56.7
374,29.3
131,21.5
108,22
226,19.5
235,18.2
-2,16.6
141,15
-5.5,17.3
117,18.5
82.9,16.8
-9.1,19.2
120,16.2
70.6,15
26.7,15.2
171,20.6
196,20.7
179,21.6
264,25.8
279,23.4
107,14.9
64.5,15.6
293,17.9
47.1,19.3
-2.9,17.2
-8.3,17.1
-8.7,17.4
-6.1,15.9
7.62,13.8
51.9,15
203,13.6
7.66,14.8
-9.7,18.5
-8.3,17.2
-8.5,17.6
-9.3,19.5
-8.4,17.6
-8.7,18.2
-9.1,19.3
-8.9,18.9
-8.9,18.9
595,31.2
106,16.2
22.6,14.6
-8,16.6
-8.1,16.7
-9.3,19.2
-8.3,16.5
-8.5,16.8
-8.1,15.4
-6.3,12.6
-6.9,13.8
-7.7,15.6
-7.9,15.5
-7.6,15.5
-7.7,16.1
-8.3,17.8
-8.2,17.6
-7.6,16.5
-7.6,15.8
-8,16.9
26.9,16.9
-2.7,15.2
817,49
72.1,18.2
19.3,13.6
-7.9,18.4
-8,18.2
718,44.5
140,15
-3.8,17.5
-7.3,15.3
-7.5,16.1
-7.8,15.7
13.9,13.6
126,11.5
82.3,11
-3.6,14.5
-8.1,17.5
-9.5,21.2
13.7,14.1
-5.6,16.5
-8.3,18.1
-7.8,17
-7.9,17.2
12.8,16.8
155,12.9
33.9,13.7
-9.2,19.1
-10,20.7
-7.9,17.6
-8.4,18.3
-7.5,15.7
-8.1,17.3
-8.8,19.3
-7.8,16.5
-8.1,16.2
-8.3,16.4
-8.5,16.6
-8.1,15.8
-8.4,16.9
103,16.9
220,14.1
36.8,10.4
-7.7,16.2
207,13.6
933,49.3
1320,80.3
1250,73.5
1170,66.6
1170,66.5
1100,58
808,38.5
790,37.7
577,26.7
436,22.5
443,23.3
292,17.5
143,12.7
7.04,14.2
-7.6,16.2
-8.3,17.8
-8,17.7
-7.7,16.4
31.5,15
282,16.2
456,21.1
421,18.7
347,17
284,15.8
388,19.6
496,22.6
480,23.1
260,16.3
138,13.5
-3.4,15.6
-8.1,18
38.6,15.5
25.5,12.6
-8.7,17.3
-8.2,17
-8.1,16.7
-8.3,17.3
-8.9,18
-8.6,15.5
-8.6,17.7
-9.2,19.9
-8.8,19.1
-8.7,18.4
-7.8,17
-7.7,16.4
-11,23.4
-9.5,19.7
-8.1,16.9
-7.9,16.3
12.5,17.7
69.5,13.1
17.5,13.6
-9.3,17.5
40.5,13.2
10.8,11.7
72.4,15.6
-8.7,18.6
-7.7,16.3
-7.9,16.6
31.6,15.3
89.5,12.3
75,12.1
104,12.2
132,12.4
49.1,13.1
-7.9,17.6
-8.4,18.1
-7.8,17.5
-7,14.9
-7.3,14.5
-7.8,15.8
-7.7,15.8
-7.7,16
-7.8,16.4
-8.2,17.6
5.47,19.5
-9.2,20.2
-7.8,16.8
-9.9,21.3
-10,23.4
-9.7,21.7
-8,16
-8,16.4
-8.5,16.9
-8.7,18.7
-8.9,18.2
